Content;Label
Thanks alodokter sangat membantu;Positif
saya sudah jarang konsul lewat aldokter kenapa saldo saya tersedot gara² alodokter;Negatif
aplikasi alodokter sangat membantu saya untuk memberikan informasi yang sedang saya alami dan saya rasakan ,, di kala waktu kepepet dan urgent tidak bisa berobat keluar rumah 🙏🙏🙏;Positif
Sangat membantu;Positif
Okee;Positif
Bagus,dan ramah;Positif
Wow, kenapa harus berbayar siii semisal mau chatt dengan dokternya? Padahal posisi lagi urgent;Negatif
sangat puas;Positif
Sangat puas;Positif
Tolong dong ya,ini saya mau membatalkan berlangganan soalnya saya tidak pakai aplikasi nya dan juga saya tidak merasa daftar atau setuju dengan berlangganan.setiap bulan saldo rekening saya selalu di Potong,tolong ya di batalkan terimakasih, pikir itikad baik anda² admin anj.;Negatif
Kecewa;Negatif
baik bagus dan dpt di pahami.;Positif
sangat membantu;Positif
Aku dapet pengalaman seru di Alodokter, jadi ceritanya pagi jam 3 aku chat dokter karena aku ada gejala penyakit yang berbahaya. Udah panik karena sebelumnya nggak ada riwayat penyakit kek gini. Akhirnya download Alodokter nanya terus diajak tanya jawab sama dokter nya. Ternyata aku ngga kenapa napa. Dikasi penjelasan dan waktu ku lakuin sarannya, itu bener kek apa yang dijelasin. Terima kasih Alodokter.;Positif
Aplikasi ini sangat membantu..;Positif
Lumayan membatu;Positif
keren;Positif
ramah dokternya dan artikel juga bagus;Positif
Terbaik;Positif
Manfap quick respon;Positif
Sangat membantu;Positif
Sangat membantu;Positif
Kurang Rekomendasi.;Negatif
Tunggu respon 5 menit, udah ditunggu gak respon2 dokternya, mana udah bayar pula, nasib2, mending pikir2 lagi deh buat yg lain klo mau konsul di aplikasi ini, RESPON tolong ditingkatkan;Negatif
Terima Kasih dokter hebat;Positif
Bagus;Positif
Good sangat membantu;Positif
Mencerdaskan;Positif
Beberapa dokter jawabannya hanya pake copy paste,jadi kurang memuaskan..mohon diperbaiki;Negatif
Habis diupdate booting aplikasinya makin lama;Negatif
Kecewa saya sudah berlangganan aloproteksi chat dokter tapi setiap mau chat dokter sistem selalu eror, jadi gatau uangnya bisa balik atau engga kalo gini caranyaaa padahal semua versi dan ponsel sangat mendukung. sudah chat ke CS jawaban selalu tidak memuaskan dan tidak ada bantuan sama sekali.;Negatif
Apk parah udah bayar mahal2 dijawab kagak trus udah keluar gak bisa masuk lagi, bangke banget;Negatif
tidak mempermudah, upsssss.... tidak ada layanan darurat ...upsss Aplikasi jelek;Negatif
"Payah ni aplikasi orang lagi sakit mau nanya"" ke dokter malah bayar mending langsung priksa ke dokternya kalo bayar mah";Negatif
Jangan sampai download;Negatif
Sangat Membantu cuman sayang apotek yang ditunjukan obatnya sangatlah Mahal sekali;Positif
sangat membantu ..;Positif
Payah toll kok pertanyaan belum d jawab kok sesi habis;Negatif
Bagus;Positif
Sangat membantu;Positif
Makasih alodokter 👍;Positif
Cukup direspon dng baik..setiap pertanyaan;Positif
Alhamdulilah;Positif
Mantap;Positif
Aplikasinya sangat buruk prtma masuk aja udh di buat kesal, udh masuk pake semua nomer gk bisa tulisannya falit semua. Aplikasi yg sangat buruk 😖👎;Negatif
Semoga bisa mantap terus;Positif
Cepat sekali tanggapannya;Positif
Sangat puas dan dokternya ramah bnaget;Positif
Lebih murah dari pada yg lain;Positif
Aplikasi banyak bug, selalu kluae sendiri, padahal saya ada koneksi malah muter'. Trus juga mao ama tanya sama dokter malah amat 8,500-45,000 ribu le;Negatif
Sangat membantu;Positif
Aplikasi mengecewakan respon custumer servicenya sangat lambat. Seenaknya menggagalkan transaksi sedangkan saldo sudah kepotong dan terkirim. Paarahh!!!;Negatif
Mudah digunakan;Positif
Mantap, bantu informasi.;Positif
Gw udh bayar kembali ke merchant malah gabisa chat anjir KORUPSI KALIAN. LAPORIN APLIKASI INI!!!;Negatif
Cepat tanggap;Positif
Oke sangat membantu;Positif
udh langganan tapi aplikasi kadang loading terus pdahal sinyal normal;Negatif
tidak ada note bahwa pengiriman diatas jam 15.00 diproses esok hari. Sudah hubungi cs dan sy saran kasih solusi kalau sy yg pick up lgsung aja, karna sy butuh cepat dan urgent tapi tetap disuruh menunggu, esok hari nya obat masih belum datang sampai siang, kalo app sebelah pengiriman 24jam, sy kira alodok sama juga ya yg mana notabene nya kesehatan itu harus gercep. Tks;Negatif
Kenapa saya kena auto debit alodokter pdhal saya gak pernah transaksi apapun sama aplikasi ini? Tp 2021 emg pernah di daftarin sama temen app ini Bagaimana cara ngapus data saya woi ???;Negatif
Cukup membantu dikala kita sudah punya rekam medis , tp jika blm punya rekam medis lebih baik konsul dan datang langsung ke rs trdekat;Positif
Aplikasi bodoh, sudah bayar dan konsultasi tp putus di tengah jalan. Di tutup dan coba buka lagi malah nggak bisa masuk. Padahal internet lancar.;Negatif
Bagus banget untuk konsultasi lebih hemat dan praktis;Positif
Aplikasi sangat membantu dalam konsultasi;Positif
Sangat membantu;Positif
Sangat membantu sekali;Positif
Gak bagus untuk digunakan. Aplikasi ini hanya ingin memeras uang anda. Setelah pembayaran berhasil aplikasi menutupnya!!!! Pencuri😡;Negatif
Sangat membantu sya;Positif
Sangat membantu untuk pertolongan pertama di rumah;Positif
Dokter nya ramah , baik , dan detaile sekali penjelasan nya .. Good alodokter 👍👍👍🤩🤩🤩;Positif
Membantu sekali apalagi pada saat darurat. Terima kasih saya jadi tenang;Positif
Membantu banget apalagi sering gratis ongkir;Positif
Respon dokter nya cepat;Positif
Konsultasi cepat, terimasih Alodokter;Positif
Bagus;Positif
Gratis dong untuk konsul resep nya:);Negatif
Puas banget;Positif
Keren;Positif
Saya ingin keluar dari aplikasi ini agar berhenti pula tagihan bulanan saya, bagaimana caranya?;Positif
Mudah untuk digunakan. Respon cepat;Positif
Ok;Positif
Puas dengan jawabannya Senang sekali.;Positif
Minta resep gratis dan pengiriman obat cepat;Positif
Di aplikasi tidak ada keterangan ada biaya tambahan reservasi via aplikasi alo dokter, pas sampai RS ada biaya tambahan 55rb;Negatif
Ok;Positif
Fast respon;Positif
Saya pikir ada grtis nya eh malah berbayar smua, yg murh 8500 doktr umum, hee;Negatif
Dokter nya baik dan ramah rekomendasi bgt🙏🏻😊;Positif
rekam medisnya gak bisa dibuka sama sekali. sehabis konsul jadinya gak tau sebenernya saya ini sakit apaan. nama penyakitnya apa. sering konsul di sini tp rekam medis gak bisa dideteksi terus. enakan di app sebelah;Negatif
Slow respon;Negatif
Cepat;Positif
Sangat cocok untuk yang sibuk kerja dan gak ada waktu tuk cek kesehatan. Aplikasi ini sangat berguna dan sangat memuaskan sekali. Terima kasih dokter atas pelayanannya yang baik. Sangat memuaskan;Positif
Okelah;Positif
Chat cepat dan gratis ongkir pengiriman obat 👍;Positif
Sangatt bagusss;Positif
Sangat membantu;Positif
Sangat membantu untuk saya yang tinggal di daerah;Positif
baru coba download;Positif
Aplikasi gak jelas lagi butuh banget malah dipersulit udah bayar malah disuru bayar lagi,mendingan dikasih bintang satu mau nya gk ada bintang nya gue kasih taik emg jangan dowload gaes nanti nyesel!!;Negatif
menyusahkan;Negatif
Apk gk guna kode kelarifikasi di kirim berkali2 gk ada jawaban...;Negatif
Wkwk aplikasi jadi berbayar...;Negatif
Dokter nya ramah.. Baik apk nya bagus.. Setelah bayar 8500 kita langsung di notif dan langsung di chat sama dokter nya...;Positif
Aplikasi ngga bener baru mulai cak uda mau byr 8500 aplikasi ini bukan membatu tapi merugikan sj belum dapat apa2 suda keluar uang dasar app matre mending unistal aja;Negatif
Sangat membantu;Positif
sip sekali;Positif
sangat membantu🙏🏻🙏🏻🙏🏻;Positif
Pelayanan konsultasi cepat;Positif
Saya sangat kecewa sama Alodokter, saya tidak dapat kouta promo chat lagi;Positif
Mantap. Chat dokternya murah, balasnya juga cepat;Positif
Gak guna, konsul bayar tp masalah ga selesai. Kayaknya mending aplikasi sebelah dah bisa tau penyakit kita dan dikasih resep jg;Negatif
Alo dokter,saya asraini..ibu sy mengalami badan mati sebelah;Positif
"Dokternya ramah"" dan setiap resep obat yg diresepkan selalu cocok Alhamdulillah";Positif
Fast respond;Positif
Mantap;Positif
Mantapss;Positif
Sangat membantu;Positif
Saya sama sekali tidak mengikuti program pembayaran setiap bulan sekali ATM saya dipotong setiap bulan saya kecewa dengan aplikasi ini sebenarnya jangan kan bintang 1 tidak ada bintang sama sekali untuk aplikasi ini mohon dikembalikan dana saya setiap bulan karena saya kecewa dan amat sangat dirugikan;Negatif
Trimakasih;Positif
Mantu;Positif
Kecewa , sudah konsultasi bayar . Stelah mau Nebus obat pembatalan pengiriman padahal uang sudah masuk dan obatnya bukannya murah padahal orang brobat online itu karena urgent mendadak hingga harus brobat di sini , Hal hasil nunggu refund 3 hari lama banget ga tu , uang orang mereka yg atur jadwal pengembalian biasa 1x24 jam da bisa. Terakhir kecewa seharus nya yg sakit bisa di obati , ni obat ga Sampek dan uang belum kembali . Mau pesen lagi uang tinggal itu di ATM. Kecewa banget di sini .;Negatif
Saluran pertolongan dari Tuhan untuk yg lagi sakit.;Positif
Baik;Positif
Uduk;Negatif
Sangat sangat bermanfaat;Positif
Terima kasih jadi lebih mudah minta resep;Positif
Sangat membantu;Positif
Aplikasinya gak jelas, udh bayar 8500 pake shopepay tapi gak bisa chat dokter umumnya. Ditambah malah balik untuk bayar lagi. Intinya aplikasi nya gak bagus dan jelek yg skrng jgn ada yg download gaes!!!!! Nanti nyesel klo udh bayar tp gak bisa digunain. Udh kepotong iyaa , dipake kaga !!!;Negatif
Sangat membantu , respon dokter nya sangat cepat;Positif
Aplikasi yang sangat membantu apalagi males ngantri di rumah sakit;Positif
Pelayanan ramah dan fast respon;Positif
Respon dokter lama dan bila lewat waktu chat di tutup padahal sudah bayar biaya nya juga;Negatif
Respons yang cepat, terima kasih.;Positif
Saya sangat terbantu dengan adanya alodokter ini, Terima kasih Alodokter❤;Positif
sangat membantu dan mudah di gunakan, dan juga bisa berguna di saat membutuhkan pertannyaan masalah kesehatan;Positif
Membantu bgt;Positif
Segini dulu, soalnya baru pertama pakai.dokternya ramah;Positif
Terbaik;Positif
Dokternya menghilang bgtu saja TDK ad kejelasan ,padahal d situ saya bayar loh... Dengan senang hati saya hps aplikasi in dari hp saya.;Negatif
Serasa konsul tatap muka;Positif
nice bagus;Positif
Aplikasi ga jelas dokter fast respon tapi kita ga bisa buka room chtnya loading Mulu ga keluar2 sia2 kan jadinya kita bayar;Negatif
Sngt membantu;Positif
Admin konfirmasi tidak ramah;Negatif
Cepat;Positif
Bagus dr nya fast respon dan solusinya mantap;Positif
Sangat membantu sekali, tanpa keluar rumah dan tanpa antri kita bisa konsultasi ke dokter dan mendapatkan resep obat.;Positif
Semalam saya konsultasi ke dokter penyakit dalam, setelah konsultasi dikasih resep saya bayar via trf BCA sayq trf jam 22.01 sampe sekarang pagi jam 05.25 obat saya belum datang, saya telpon apotek yg ditunjuk ternyata apotek belum terima resep saya. Saya chat via wa jawabannya amat sangat mengecewakan hanya pesanan sedang diproses harap menunggu. Tolong yaa pelayanan parah banget saya butuh obat malah sampe sekarang obat ngga ada.;Negatif
Dokter sabar;Positif
Good;Positif
Aplikasi dengan layanan 24 jam, sangat membantu;Positif
keren;Positif
Good;Positif
pelayanan untuk customer service tidak sepenuhnya melayani 24 jam, padahal di aplikasi tertulis 24jam setiap hari..;Negatif
Penjelasan dari dokternya mudah dipahami bisa sekalian pesan obat juga jadi lebih praktis.;Positif
Praktis dan sangat bermamafat dam murah;Positif
Penjelasan dokter sangat bagus dan detail;Positif
"Kalo mau membantu masyarakat itu jgn ada biaya lah kasian mereka yang gak tahu harus konsultasi kemana kalo semuanya serba berbayar iya kalau sekali konsultasi itu langsung selesai keluhan nya kalau sampai 3 kali atau lebih mikir lah Cari amal yang baik untuk bantu sesama manusia jangan cari jalan baik untuk sebuah keuntungan pribadi Gak bakalan rugi lebih"" nanti di akhirat hitung"" amal";Negatif
Kirain gratiss,, 🤣😁😀;Negatif
sangat membantu;Positif
Anak sy usia 9thn sering ambil air ludah pakai tangan lalu d oles oleskn ke bagian tangan sama kaki dok;Positif
belum apa2 aplikasinya ga bisa kebuka. hadeh;Negatif
Sangat membantu;Positif
Huhu dokter nya baik minusnya sih balasnya agak lama tapi d mengerti karena dokternya sibuk;Positif
Berbayar tp dokter ga komunikatif. Malah dokternya ngomong panjang tanpa liat dulu foto keadaannya. Buang buang uang;Negatif
Bayar juga gak ada gunanya gak bisa konsultasi percuma, percummmaaaa;Negatif
Sangat membantu;Positif
Uangnya udh berasil d tf tp mau chat dokternya ngk bisa2 padhl di suruh tggu 4 menit tp udh 2jam menggu nd di blas chatku malah di hapus chatku , kecewa dengan aplikasinya;Negatif
Respon dr nya cepet, ramah &jelas sekali.jelas bgt ketika memberikan edukasi kpd sy;Positif
Sangat membantu;Positif
Membantu saat kami tidak paham dg kondisi sakit;Positif
Jawabannya detl dan memuaskan sekali;Positif
Pembayaran saya hangus karena dokternya tidak merespon sama sekali, tidak dilayani dan chat ditutup. Kecewa udah nunggu juga. Ya mending lansung Konsul ke dokter langsung aja lah ke kalo gini. Pdhl pertama kali menggunakan app ini, saya jadi ogah lagi pakai app ini. Tidak akan lagi. Buat yg lain, Gak usah download lansung ke dokter aja kalo mau konsultasi biar gak kecewa;Negatif
Bagus;Positif
Dokter saraf beneran saraf, oline pas di buka begitu udah di bayar langsung offline kan kurangajar;Negatif
Sangat membantu;Positif
Cukup membantu untuk informasi terkait kesehatan.;Positif
Lama g pakai apliks ini dan iseng mau nanya2 lah kok byar smw pdhl dlu2 grtis.. Byarnya mahl bngt pula... Smw skrng serba bayar;Negatif
Selamat malam dok..saya mau bertanya.telapak kaki dan tumit saya muncul bintik2 kecil dan mengandung air dan menyakitkan apabila diijalan,,kira2 saya sakit apa ya dokter?;Positif
Dokternya baik;Positif
Sangat membantu dalam keadaan urgent;Positif
Sangat membantu;Positif
Sangat membantu kami yang di daerah yang minim layanan domter spesialis. Trimakasih alodok, sudah banyak membantu;Positif
Unistal aja udh terpasang ko msih bilng tutup atau ulang krna jaringan;Negatif
Chat dokter umum biayanya murah 8500 tapi tidak bisa kirim chat & foto. Hanya bisa klik jawaban. Disitu tidak ada pertanyaan tulisan dokter sedang mengetik sampai hampir 30menit tapi kemudian diputus dgn alasan tidak ada jawaban. Padahal ngetik aja ga bisa , dan tidak ada pertanyaan juga. Padahal sedang mendesak sekali,anak lagi gatal. Mengecewakan!!!;Negatif
Good app and respon sangat cepat thanks 😊;Positif
Maap dok ada yang mau saya tanyakan anak saya awal nya berenang telinga nya kemasukan air terus beberapa hari demam pas demam 3 hari dari telinga keluar cairan kuning encer tapi tidak berbau suduh berobat ke puskesmas terdekat sudah d kasih obat TTS tapi masih belum ada reaksi;Positif
Mohon setiap penjelasan dubuat sederhana dan jangan terlalu tehnis;Positif
Puas banget. Gausah ribet cari spesialis. Tinggal pilih dan tebus obat;Positif
Ga banyak membantu;Negatif
Dokternya sempat offline. Lambat balasnya. Lain alodok sekarang apa memang Dokternya;Negatif
Sangat memudahkan untuk konsultasi dg dokter;Positif
Dokternya ramah dan mudah di pahami untuk konsultasinya;Positif
Sangat membantu;Positif
Sangat memuaskan;Positif
Ok;Positif
Sangat membantu;Positif
Ga bisa daftar, mandeg di verifikasi otp. Kode udah muncul terus ga ada pilihan next.;Negatif
Udah bayar dokter tapi tdk ada balesan sama sekali. Bener2 kecewa;Negatif
Sangat membantu;Positif
Niatnya mau konsul online dulu buat pencerahan yang berbayar 45 eh chatnya ditutup otomatis karna dokternya g bales2 dlm 30 menit, sedih padahal niatnya mau konsul malah g dapet solusi apapun :);Negatif
Bagus;Positif
Ini saya terkena asam urat katanya jangan asam urat yg di obati tapi ginjalnya terus obat sakit ginjal itu apadok;Positif
sangat membantuuuu sekali;Positif
Cepat tanggap;Positif
Trims untk para tim dokternya😊mempermudh sy untuk konsultsi..cepat tanggap dan jelas;Positif
Sangat membantu;Positif
Dokternya baik dan enak untuk konsul;Positif
Aplikasi gak jelas, sudah masukkan kode verifikasi gak ada tombol lanjutnya terus gimana mau masuk 🤣;Negatif
Pelayananya sangat bagus sekali alodokter;Positif
Pengiriman obatnya lama banget, padahal pembayaran sudah,tapi statusnya menunggu pembayaran;Negatif
